id,seniority,job_title
1006,/,Researcher
1006,/,Software engineer
1007,Senior,Front-end developer/engineer
1007,/,product engineer
1007,/,Web developer
1008,/,Freelancer/independent developer
1008,/,Web developer
1008,/,Web developer
1008,/,Android developer
1008,/,PHP developer
1008,/,Web developer
1009,/,Engineer
1010,/,Consultant
1010,/,Web designer
1011,/,Front-end developer/engineer
1011,/,Front-end developer/engineer
1012,/,System analyst
1012,/,Software developer
1012,/,Software developer
1012,/,Software developer
1013,Junior,Java developer
1013,Senior,Java developer
1014,/,Developer
1014,/,Developer
1015,Senior,Web developer
1015,/,Web developer
1015,/,Web developer
1016,/,Software developer
1016,Junior,Software developer
1016,/,Software developer
1016,Senior,Programmer analyst
1016,/,Software engineer
1016,Director,Tehnical/Managing Director
1017,/,Software engineer
1017,/,Researcher
1017,/,Software engineer
1018,/,Developer
1018,/,Developer
1018,/,Developer
1018,/,Software developer
1018,/,Systems/network/database administrator
1019,/,Software developer
1019,/,Software developer
1019,Junior,Developer
1020,Senior,.NET developer
1020,Senior,.NET developer
1020,/,.NET developer
1020,/,.NET developer
1021,/,Software developer
1021,/,Software developer
1021,/,Software developer
1022,/,Developer
1022,/,Application developer
1022,/,Java developer
1023,/,Software engineer
1023,/,Programmer
1023,Team Lead,Team lead
1023,/,Consultant
1023,/,Software engineer
1023,/,Consultant
1023,Tech Lead,technical lead
1023,/,Consultant
1024,/,Software developer
1024,Lead,Developer
1025,/,Software engineer
1025,/,Software engineer
1025,/,Software engineer
1025,/,System analyst
1026,/,Web developer
1026,/,Application developer
1026,/,Engineer
1026,/,Web developer
1027,/,iOS developer
1028,/,Mobile developer
1028,/,Mobile developer
1029,Senior,Software engineer
1030,Senior,Web developer
1030,C-level&Founder,(co)founder & cto/ceo/dev
1030,/,Web developer
1030,Lead,Software engineer
1030,Senior,Web developer
1030,/,Web developer
1031,Staff,Software engineer
1031,Senior,Software engineer
1032,/,Software engineer
1032,/,Consultant
1033,/,Web developer
1033,/,Full-stack developer
1033,/,Front-end developer/engineer
1034,/,iOS developer
1034,/,iOS developer
1035,/,Programmer
1035,/,Programmer
1036,/,Software engineer
1036,/,JavaScript developer
1037,/,Web developer
1037,Team Lead,Team lead
1037,Team Lead,Team lead
1037,Team Lead,Team lead
1037,/,Freelancer/independent developer
1037,Team Lead,Team lead
1038,/,Software engineer
1039,/,Software developer
1039,Team Lead,Team lead
1039,Senior,Software developer
1040,/,Software developer
1040,Senior,Software engineer
1041,/,Programmer analyst
1042,/,Software developer
1042,/,Researcher
1042,/,Software engineer
1042,Junior,Software developer
1042,/,Teacher(-assistant)/Trainer
1042,/,Researcher
1043,Tech Lead,technical lead
1043,/,Full-stack developer
1044,Senior,Software engineer
1044,/,Software engineer
1045,/,Web developer
1045,/,Web developer
1045,/,.NET developer
1046,/,Software engineer
1046,/,Full-stack web developer
1046,/,Full-stack web developer
1046,/,Software developer
1047,/,Software engineer
1047,Manager,Project manager/lead
1047,/,Full-stack software engineer
1048,Senior,Software engineer
1048,/,Software engineer
1048,Founder,(Co-)Founder/Owner/Partner
1049,/,Consultant
1050,Senior,Software developer
1050,/,Software engineer
1050,Senior,Software developer
1050,Senior,Software engineer
1050,Senior,Software developer
1051,/,Software developer
1051,/,Software engineer
1051,Principal,Software engineer
1051,/,Software developer
1051,Senior,Web developer
1051,Senior,Software developer
1051,Junior,Software developer
1052,/,Web developer
1052,/,Software developer
1052,/,System analyst
1052,Senior,Back-end developer
1052,/,Developer
1053,CTO,CTO
1053,Manager,IT manager
1053,Senior,Software engineer
1053,/,Software engineer
1053,/,Software developer
1054,Junior,Software engineer
1054,/,Technical analyst
1054,/,Software developer
1055,/,Software engineer
1055,Senior,Software engineer
1055,Senior,Software engineer
1056,/,Software developer
1056,/,Software developer
1057,/,Software developer
1057,/,Developer
1058,/,Software developer
1058,Senior,Android developer
1059,/,Software developer
1059,/,Software developer
1060,Junior,Software engineer
1060,Senior,Software engineer
1060,/,Software engineer
1061,/,Developer
1061,/,Systems/network/database administrator
1061,/,Back-end developer
1061,/,Software engineer
1061,/,Consultant
1062,/,Software engineer
1062,/,Developer
1062,/,Consultant
1062,Senior,Consultant
1063,/,iOS developer
1063,Founder,(Co-)Founder/Owner/Partner
1063,Senior,iOS developer
1064,/,Technical analyst
1064,Senior,Software engineer
1064,/,software test engineer
1065,Senior,Developer
1065,Senior,Developer
1065,/,Developer
1066,/,Java developer
1066,/,Web developer
1067,Senior,Developer
1067,Senior,Web developer
1068,/,Developer
1068,/,Developer
1068,/,Web developer
1068,Senior,Developer
1068,Senior,Developer
1068,Senior,Developer
1069,/,Software engineer
1069,/,Software engineer
1070,/,Android developer
1070,/,Android developer
1070,/,Mobile developer
1071,/,Developer
1071,/,Android developer
1071,/,Android developer
1072,Team Lead,Team lead
1072,/,Software developer
1073,/,Android developer
1073,/,Android developer
1073,Senior,Android developer
1074,/,Software developer
1074,/,Software developer
1075,/,Software engineer
1075,/,Web developer
1076,/,Application developer
1077,/,Consultant
1078,/,Software developer
1078,/,Programmer
1078,/,Software engineer
1078,/,Programmer
1079,Senior,Software engineer
1079,VP,VP of engineering
1079,Senior,Software engineer
1079,CTO,CTO
1079,Senior,Software engineer
1080,/,Web developer
1080,/,Web developer
1081,/,Web developer
1082,/,Consultant
1082,/,Web developer
1082,/,Technical analyst
1083,Senior,Software engineer
1083,Senior,Developer
1083,Senior,Software engineer
1084,/,Web developer
1084,Senior,PHP developer
1085,Lead,Engineer
1085,/,System engineer/developer
1086,/,Consultant
1086,/,Developer
1087,/,Software engineer
1087,/,Programmer
1088,/,Software developer
1089,/,Researcher
1089,/,Mobile developer
1090,/,Software developer
1090,/,Software engineer
1091,/,Software engineer
1091,/,Software engineer
1091,/,Software engineer
1092,/,Programmer analyst
1093,Senior,Software developer
1093,Senior,Software developer
1093,/,Software developer
1093,/,Software developer
1094,Senior,Software engineer
1095,/,Software engineer
1095,Senior,Software engineer
1096,Senior,Software developer
1096,/,Software developer
1096,/,Software developer
1096,/,Software developer
1097,/,JavaScript developer
1097,Senior,Front-end developer/engineer
1098,/,Software engineer
1099,/,Software engineer
1099,/,Software developer
1099,/,Web developer
1099,/,Software developer
1100,/,Web developer
1101,/,PHP developer
1102,/,iOS developer
1103,/,Consultant
1103,/,Software architect
1103,Principal,Software engineer
1104,Junior,iOS developer
1105,Senior,Software engineer
1105,/,Software engineer
1105,Senior,Software engineer
1105,/,Software engineer
1105,Senior,Software engineer
1105,/,Software engineer
1106,/,contractor
1107,/,Application developer
1107,Principal,Software engineer
1107,/,Software engineer
1108,/,Freelancer/independent developer
1108,/,System engineer/developer
1108,/,Software engineer
1109,/,Software developer
1109,/,Software developer
1110,/,Front-end developer/engineer
1110,/,Software engineer
1111,/,Software engineer
1112,Associate,Consultant
1112,Tech Lead,technical lead
1112,/,Consultant
1112,/,Software engineer
1112,Senior,Software engineer
1112,Senior,Software engineer
1113,/,Software developer
1113,Founder,(Co-)Founder/Owner/Partner
1114,/,Software engineer
1114,/,Software engineer
1114,/,Software engineer
1114,/,Software engineer
1115,Founder,(Co-)Founder/Owner/Partner
1115,Founder,(Co-)Founder/Owner/Partner
1115,/,Software engineer
1115,/,Software developer
1116,/,Researcher
1116,/,Software engineer
1116,/,Teacher(-assistant)/Trainer
1117,/,Software developer
1117,/,Software developer
1117,/,Software engineer
1118,/,Game developer
1118,/,Game developer
1119,Lead,Software engineer
1119,/,Data scientist
1119,Senior,Software engineer
1119,Director,director of engineering
1119,Director,director of engineering
1119,/,Software engineer
1119,Lead/Principal,Architect
1119,/,Programmer
1120,/,Web developer
1120,/,Software engineer
1120,/,Software engineer
1121,Senior,Software engineer
1122,/,Full-stack web developer
1122,/,Full-stack web developer
1123,Senior,Software engineer
1124,/,mobile software engineer
1125,Tech Lead,technical lead
1126,/,Programmer analyst
1127,/,Software developer
1127,/,Software developer
1128,/,Software developer
1128,/,Software developer
1128,Senior,Software developer
1128,/,Software developer
1128,/,data analyst
1128,/,Software developer
1129,/,Software engineer
1129,/,Web developer
1129,/,Software engineer
1130,/,Software engineer
1130,/,Software engineer
1131,/,Systems/network/database administrator
1131,/,Developer
1132,/,Software engineer
1132,/,Web designer
1132,Lead,Software engineer
1133,/,Systems/network/database administrator
1134,/,Python developer
1135,/,Web developer
1135,Lead,Developer
1136,/,Software architect
1136,/,Developer
1136,Manager,development manager
1136,/,Software architect
1137,/,Software engineer
1137,/,Software engineer
1138,/,Software engineer
1139,/,Software developer
1139,/,Software developer
1140,/,Full-stack developer
1140,/,Android developer
1140,/,System analyst
1141,/,Software developer
1142,/,Software engineer
1143,/,Full-stack developer
1143,/,Full-stack developer
1143,/,Full-stack developer
1144,Lead,Developer
1144,Lead,Developer
1144,/,Developer
1144,/,Technical architect
1144,/,Researcher
1144,Lead ,Programmer
1145,/,Back-end developer
1145,Senior,Software developer
1146,/,Software developer
1146,/,Web developer
1146,/,Software engineer
1146,/,Software engineer
1146,/,Software engineer
1147,Lead,Developer
1147,/,Full-stack web developer
1148,/,System analyst
1148,/,Software engineer
1149,C-level&Founder,(co)founder & cto/ceo/dev
1149,Senior,Web developer
1150,/,Software developer
1150,Junior,Software developer
1151,/,project engineer
1152,/,Software developer
1153,/,Web developer
1153,/,Web developer
1153,/,Web developer
1153,/,Web developer
1154,Senior,Consultant
1154,/,Developer
1154,/,Solutions architect
1154,Principal,Software developer
1154,/,Programmer
1154,/,Developer
1154,Senior,Programmer
1155,/,Software engineer
1156,/,Software developer
1156,/,Software engineer
1156,/,Software engineer
1157,/,Software developer
1158,Senior,Developer
1158,/,Software developer
1158,/,IT specialist/technician
1158,Senior,Developer
1158,Senior,Developer
1158,/,System analyst
1158,/,Software developer
1158,/,Web developer
1159,/,Software engineer
1160,/,Software engineer
1160,Senior,Software engineer
1160,/,Software engineer
1160,/,Software engineer
1160,/,Software engineer
1161,/,ruby developer
1162,/,Freelancer/independent developer
1162,/,Freelancer/independent developer
1162,/,Freelancer/independent developer
1163,Manager,engineering manager
1163,C-level&Founder,(co)founder & cto/ceo/dev
1163,/,Software engineer
1163,Founder,(Co-)Founder/Owner/Partner
1163,/,Software engineer
1163,Founder,(Co-)Founder/Owner/Partner
1163,Founder,(Co-)Founder/Owner/Partner
1164,/,Software engineer
1164,/,Software engineer
1164,Senior,Software developer
1165,Lead,Android developer
1165,Lead,Android developer
1165,/,Web developer
1165,Tech Lead,technical lead
1166,Senior,Software engineer
1166,/,Software engineer
1167,Manager,Project manager/lead
1167,/,Software engineer
1167,Principal,Software engineer
1167,Senior,Software engineer
1167,Principal,Software engineer
1167,Manager,Project manager/lead
1168,/,contractor
1168,/,Consultant
1169,/,Web developer
1169,/,Game developer
1170,/,Software engineer
1171,/,Academic
1171,/,Android developer
1172,Senior,Software architect
1172,/,Software architect
1172,/,Software engineer
1172,Lead,Software engineer
1173,/,Developer
1173,/,Programmer
1173,/,Developer
1173,Founder,(Co-)Founder/Owner/Partner
1174,/,Developer
1175,/,Software engineer
1175,/,Software engineer
1175,/,Software engineer
1176,/,Back-end developer
1176,/,Developer
1176,Lead,Developer
1176,/,Front-end developer/engineer
1177,/,Full-stack developer
1177,Senior,Software engineer
1177,/,System engineer/developer
1178,/,System engineer/developer
1178,/,Software engineer
1179,/,Consultant
1179,/,Software engineer
1179,/,Developer
1179,/,Consultant
1179,/,Consultant
1179,/,Freelancer/independent developer
1180,Senior,Software engineer
1180,/,Software engineer
1181,Lead,Developer
1182,/,Software engineer
1182,/,Software engineer
1182,Junior,Software developer
1182,/,Software engineer
1182,/,Software engineer
1182,/,Software engineer
1182,/,Consultant
1183,/,Software engineer
1183,/,Software engineer
1184,/,Software engineer
1184,Senior,Software engineer
1184,Lead,Developer
1184,Lead,Developer
1184,Senior,Software engineer
1184,Senior,Developer
1185,/,Software developer
1185,/,Web developer
1185,/,Full-stack developer
1185,/,web programmer
1186,/,Software developer
1186,/,Software developer
1187,Senior,Software developer
1187,Senior,Software developer
1187,/,Software developer
1187,Junior,Software developer
1187,Senior,Software developer
1188,/,Software developer
1188,/,Software developer
1188,/,Software developer
1189,Lead,Developer
1189,Lead,Developer
1189,Director,director of engineering
1189,/,Software developer
1189,/,Software engineer
1190,/,Android developer
1190,/,Android developer
1191,/,Software engineer
1191,Senior,Software engineer
1191,/,Software engineer
1191,Senior,Software engineer
1191,/,Programmer analyst
1191,/,Software engineer
1192,/,IT specialist/technician
1192,/,Programmer analyst
1193,/,Consultant
1194,/,Software engineer
1194,Senior,Software engineer
1194,/,Software engineer
1195,/,Software engineer
1196,/,Software engineer
1196,/,Software engineer
1196,/,Software developer
1196,/,Application developer
1196,/,Teacher(-assistant)/Trainer
1196,/,Teacher(-assistant)/Trainer
1197,Senior,Developer
1197,Senior,Developer
1198,/,Web developer
1199,/,Programmer
1200,/,PHP developer
1200,/,Software engineer
1201,/,UI developer
1201,/,Software engineer
1202,/,Java developer
1202,/,Developer
1202,Manager,Project manager/lead
1202,Senior,Software developer
1202,/,Programmer
1203,/,Application developer
1203,Senior,.NET developer
1203,/,.NET developer
1203,Senior,Programmer
1204,/,Software engineer
1204,/,Software engineer
1204,/,Academic
1204,/,Software engineer
1205,/,Android developer
1205,/,Android developer
1206,/,Software engineer
1207,/,Software development engineer in test
1207,Manager,development manager
1207,/,Consultant
1208,Senior,Software architect
1208,Senior,Software engineer
1208,Senior,Software engineer
1208,Principal,Software engineer
1209,/,Web developer
1209,/,Software developer
1209,/,Software developer
1209,CTO,CTO
1209,/,Software engineer
1210,/,Software developer
1210,/,Software developer
1210,Tech Lead,technical lead
1210,Senior,Software developer
1211,Senior,Software developer
1212,Senior,Software engineer
1212,/,Developer
1212,/,Developer
1212,/,Developer
1212,/,Developer
1212,/,Developer
1212,/,Developer
1212,/,Programmer
1212,/,Developer
1213,/,Android developer
1214,/,iOS developer
1214,Senior,iOS developer
1214,/,iOS developer
1215,/,Teacher(-assistant)/Trainer
1216,/,Consultant
1216,/,Software engineer
1216,/,Software engineer
1217,/,Software engineer
1217,/,Software engineer
1217,/,Software engineer
1218,/,Software developer
1219,/,Consultant
1219,/,Consultant
1219,/,Developer
1219,/,Developer
1219,/,Developer
1219,/,Consultant
1219,/,Consultant
1219,/,Developer
1219,Senior,Developer
1219,Lead,Developer
1220,/,Software engineer
1221,/,Front-end developer/engineer
1221,/,Front-end developer/engineer
1222,/,Teacher(-assistant)/Trainer
1223,/,Developer
1223,Senior,Developer
1223,/,Software engineer
1223,Senior,Software engineer
1223,Lead,Software engineer
1223,/,Freelancer/independent developer
1223,/,Consultant
1223,Principal,Software engineer
1223,Senior,Software engineer
1224,Staff,Software engineer
1224,Senior,System engineer
1225,/,Teacher(-assistant)/Trainer
1225,/,Application developer
1226,/,Teacher(-assistant)/Trainer
1226,/,contractor
1227,/,Technical architect
1227,/,Software developer
1227,/,Software developer
1228,/,Software developer
1228,/,Web developer
1228,/,Java developer
1228,Senior,Software engineer
1229,/,Software engineer
1229,Senior,Software engineer
1229,/,Software engineer
1230,/,Web developer
1230,/,Software engineer
1231,/,Web developer
1232,Manager,Project manager/lead
1233,Senior,Software developer
1233,/,Freelancer/independent developer
1234,Senior,Consultant
1234,/,Programmer
1234,Staff,staff engineer
1235,/,Android developer
1235,/,Android developer
1235,/,Android developer
1236,/,System analyst
1237,/,Software developer
1237,/,Software developer
1237,/,Software developer
1238,/,Software developer
1239,/,Developer
1239,/,Full-stack developer
1239,/,Developer
1240,/,Software developer
1241,/,Technical analyst
1241,/,Software developer
1242,/,Consultant
1243,Manager,Project manager/lead
1244,/,Researcher
1244,/,Researcher
1245,Lead,Engineer
1245,/,Software engineer
1246,/,Developer
1247,Team Lead,Team lead
1247,/,Android developer
1247,/,Android developer
1247,/,Android developer
1248,/,R&D engineer
1249,/,product engineer
1250,Senior,Software engineer
1250,/,Application developer
1251,Team Lead,Team lead
1251,/,Web developer
1251,/,PHP developer
1251,Team Lead,Team lead
1251,/,Web developer
1252,/,Software engineer
1252,/,Software engineer
1252,/,Software engineer
1253,Founder,(Co-)Founder/Owner/Partner
1253,/,Software engineer
1253,/,Software engineer
1254,/,Web developer
1254,/,Teacher(-assistant)/Trainer
1255,/,Web developer
1255,Junior,Web developer
1255,/,Web developer
1255,/,Back-end developer
1256,Senior,Software engineer
1256,/,Software architect
1257,/,Programmer
1257,/,Software developer
1258,/,Software developer
1258,/,Software developer
1258,/,Software developer
1258,/,Software developer
1259,/,iOS developer
1260,/,Software developer
1260,/,Technical analyst
1260,/,Technical analyst
1261,/,Software engineer
1261,Manager,engineering manager
1261,Senior,Software engineer
1261,/,Software engineer
1261,/,Software engineer
1262,/,Web developer
1263,/,Software developer
1264,/,Software engineer
1264,Senior,Software engineer
1265,/,Web developer
1265,/,Software engineer
1266,Senior,PHP developer
1266,/,Software developer
1266,/,PHP developer
1266,Junior,Developer
1266,/,PHP developer
1267,/,software designer
1267,Head,head of engineering
1268,Senior,Programmer
1268,/,PHP developer
1268,/,Software engineer
1269,/,Mobile developer
1269,/,Android developer
1269,/,mobile software engineer
1270,Founder,(Co-)Founder/Owner/Partner
1270,/,contractor
1270,/,System engineer/developer
1270,/,contractor
1271,/,Software developer
1271,/,Software developer
1272,/,Software engineer
1272,/,Software engineer
1272,/,Software engineer
1272,/,Teacher(-assistant)/Trainer
1272,CTO,CTO
1272,/,Teacher(-assistant)/Trainer
1273,Lead,iOS developer
1273,/,iOS developer
1273,Lead,iOS developer
1273,/,iOS developer
1274,/,Web developer
1274,Senior,Software engineer
1275,/,Web developer
1275,Senior,Software engineer
1275,/,Software developer
1275,/,Software engineer
1276,/,System analyst
1276,/,Software engineer
1277,/,UI developer
1278,/,Software engineer
1278,/,Software developer
1278,/,Software engineer
1278,Senior,Software engineer
1278,/,Software engineer
1278,/,Software developer
1278,/,Software engineer
1279,/,Software developer
1279,/,Software developer
1279,/,Full-stack developer
1280,/,Full-stack developer
1280,/,Full-stack developer
1280,/,Full-stack developer
1280,/,Front-end developer/engineer
1281,/,Web developer
1282,/,Software engineer
1282,/,UI developer
1282,/,Front-end developer/engineer
1282,Senior,Developer
1283,Senior,Developer
1283,/,ruby developer
1283,/,Software engineer
1283,/,Software engineer
1284,/,Software engineer
1285,/,Software developer
1285,/,Teacher(-assistant)/Trainer
1286,/,Software engineer
1287,/,Software developer
1287,/,Full-stack web developer
1287,Senior,Web developer
1287,/,Software developer
1288,/,Web developer
1288,/,Software developer
1288,/,Software engineer
1288,/,Web developer
1288,/,Software engineer
1289,/,Software engineer
1289,/,Software engineer
1289,/,Software engineer
1290,/,Software engineer
1290,/,Android developer
1291,Team Lead,Team lead
1291,/,Android developer
1292,/,R&D engineer
1293,/,Software engineer
1293,Senior,Software engineer
1293,Tech Lead,technical lead
1293,Senior,Software engineer
1294,/,Full-stack developer
1295,/,webmaster
1295,/,Programmer
1296,/,Technical architect
1296,Senior,Software engineer
1296,/,development engineer
1296,Tech Lead,technical lead
1297,/,Software engineer
1297,/,Software developer
1298,Senior,Software engineer
1298,/,Software developer
1298,/,iOS developer
1298,/,iOS developer
1299,/,Software developer
1299,/,iOS developer
1299,Senior,Software developer
1300,/,Software developer
1301,Senior,Developer
1301,/,Researcher
1302,/,Software engineer
1302,/,Software engineer
1303,/,Software engineer
1303,/,Software developer
1304,Director,Tehnical/Managing Director
1304,Director,Tehnical/Managing Director
1305,/,C#/C++/SharePoint developer
1305,/,Java developer
1305,/,Android developer
1306,/,Software engineer
1306,Senior,Software engineer
1307,/,data analyst
1307,/,Data scientist
1308,/,Software architect
1309,/,Application developer
1309,Lead,Android developer
1309,/,Teacher(-assistant)/Trainer
1309,/,Android developer
1309,Lead,Android developer
1309,/,Application developer
1310,Senior,Android developer
1311,/,Software developer
1311,Senior,Software engineer
1312,/,Software engineer
1312,/,Systems/network/database administrator
1312,/,Programmer
1312,/,Researcher
1313,/,Web developer
1313,Senior,.NET developer
1313,/,.NET developer
1314,/,PHP developer
1314,/,Software engineer
1315,Junior,Software engineer
1316,Senior,Software engineer
1316,Senior,Software engineer
1317,/,Software developer
1318,/,Software developer
1318,/,Software developer
1318,/,Android developer
1319,Principal,Consultant
1319,/,Programmer analyst
1319,/,Software engineer
1320,/,Freelancer/independent developer
1321,Senior,Software engineer
1322,/,Developer
1322,/,Software engineer
1323,Lead,Web developer
1323,/,Java developer
1324,Lead,Android developer
1324,/,Android developer
1324,Senior,Android developer
1325,/,Developer
1325,Senior,Developer
1326,/,Full-stack developer
1326,/,Full-stack developer
1327,/,Teacher(-assistant)/Trainer
1327,/,Teacher(-assistant)/Trainer
1327,/,Software engineer
1327,/,Software engineer
1327,/,Teacher(-assistant)/Trainer
1327,/,Teacher(-assistant)/Trainer
1327,/,Software engineer
1327,/,Researcher
1327,/,Software engineer
1327,/,Teacher(-assistant)/Trainer
1328,Tech Lead,technical lead
1329,/,Software developer
1330,/,Freelancer/independent developer
1330,/,Software engineer
1330,/,Developer
1331,/,Software engineer
1332,Senior,Consultant
1332,/,Web developer
1333,/,Software developer
1334,/,Teacher(-assistant)/Trainer
1334,/,Full-stack developer
1334,/,Application developer
1335,/,Software engineer
1335,/,Software developer
1336,/,Systems/network/database administrator
1336,/,Software engineer
1336,/,Software engineer
1336,/,contractor
1336,/,contractor
1337,/,graphic designer
1337,Senior,Developer
1337,/,Web developer
1338,/,Software architect
1339,/,Web developer
1339,/,Web developer
1340,Lead,Front-end developer
1340,/,Full-stack developer
1340,/,Teacher(-assistant)/Trainer
1341,/,Full-stack software engineer
1341,Senior,Software engineer
1341,/,Game developer
1342,/,Back-end developer
1343,Senior,Software engineer
1344,/,Academic
1344,/,Software architect
1345,/,Software developer
1346,Lead,Android developer
1347,/,Web developer
1347,Senior,Software engineer
1348,/,PHP developer
1349,/,Web developer
1349,/,Web developer
1350,/,Software engineer
1350,/,Software engineer
1351,Lead,Mobile developer
1351,/,Software developer
1352,Senior,Software engineer
1353,Senior,Software engineer
1353,/,Software engineer
1353,Senior,Software engineer
1353,/,Software engineer
1354,/,Programmer analyst
1355,/,Java developer
1355,/,Java developer
1355,/,Software architect
1355,Senior,Java developer
1356,Senior,Software engineer
1356,/,iOS developer
1356,/,Software developer
1357,/,Freelancer/independent developer
1357,/,ruby developer
1357,/,Full-stack developer
1358,/,Developer
1358,/,product engineer
1358,/,Software engineer
1358,/,Web developer
1359,/,Software engineer
1360,/,computer scientist
1360,/,Web developer
1360,Senior,Software developer
1361,Lead,Software engineer
1362,/,Site reliability engineer
1362,/,Software engineer
1363,/,Software developer
1364,/,Back-end developer
1365,/,R&D engineer
1365,/,Software engineer
1366,/,Researcher
1366,/,Application developer
1367,/,R&D engineer
1367,/,iOS developer
1368,/,Teacher(-assistant)/Trainer
1368,/,Software engineer
1368,/,Software engineer
1369,/,Software engineer
1370,Senior,Programmer
1370,Senior,Programmer
1370,/,Software developer
1370,/,Freelancer/independent developer
1370,/,PHP developer
1370,Senior,Programmer
1371,/,Freelancer/independent developer
1371,/,Freelancer/independent developer
1371,/,Freelancer/independent developer
1371,/,Freelancer/independent developer
1371,/,Full-stack web developer
1371,/,Freelancer/independent developer
1372,/,Software engineer
1372,/,Programmer
1372,Senior,Software engineer
1373,/,Software engineer
1373,Senior,Software engineer
1374,/,Software developer
1375,/,Full-stack developer
1375,/,Software engineer
1375,/,support engineer
1375,Senior,Front-end developer/engineer
1375,/,Software engineer
1375,/,Software engineer
1375,Senior,Software engineer
1376,/,application engineer
1376,/,Front-end developer/engineer
1377,/,Software developer
1377,Manager,development manager
1377,/,Software developer
1378,/,Researcher
1378,/,Programmer
1378,/,Researcher
1378,/,Software developer
1379,/,Web developer
1379,/,Web developer
1379,/,Web developer
1380,/,Android developer
1380,/,Mobile developer
1380,/,Android developer
1380,/,Mobile developer
1381,/,Software engineer
1381,/,Software engineer
1381,/,Researcher
1382,Senior,Developer
1382,/,Developer
1382,/,Software engineer
1383,/,Back-end developer
1384,/,Consultant
1384,/,Consultant
1385,/,Software engineer
1385,Lead,Software engineer
1385,Junior,Software engineer
1386,/,Web developer
1386,/,Software engineer
1387,/,Full-stack developer
1388,/,Software developer
1388,Senior,Developer
1388,/,Web developer
1388,Senior,Web developer
1388,Tech Lead,technical lead
1388,Tech Lead,technical lead
1389,/,Front-end developer/engineer
1390,Manager,Manager
1391,Senior,Software engineer
1391,/,Software engineer
1391,/,Software engineer
1391,/,Software engineer
1392,Senior,Software engineer
1392,/,JavaScript developer
1392,/,Web developer
1393,Senior,.NET developer
1393,/,.NET developer
1394,/,IT specialist/technician
1394,/,Full-stack developer
1395,/,Software engineer
1395,Lead,Software engineer
1395,Senior,Software engineer
1395,Senior,Software engineer
1396,/,Software engineer
1396,/,Software engineer
1397,/,Software developer
1398,/,Software engineer
1399,/,Developer
1399,/,Developer
1399,/,Developer
1400,/,Software engineer
1401,Senior,.NET developer
1401,/,Web developer
1401,/,.NET developer
1401,/,.NET developer
1401,/,.NET developer
1401,Senior,.NET developer
1401,Junior,Developer
1401,Senior,.NET developer
1402,/,Software engineer
1402,/,Software developer
1402,/,software specialist
1402,/,Programmer
1403,/,Software developer
1404,/,Web developer
1404,/,Software engineer
1404,/,Software engineer
1404,/,Software engineer
1405,/,iOS developer
1405,/,iOS developer
1406,/,Researcher
1406,/,Application developer
1406,/,Software engineer
1406,/,IT specialist/technician
1407,/,Software engineer
1407,Senior,iOS developer
1407,Senior,Software engineer
1408,/,Software developer
1409,Lead,Web developer
1409,Senior,Developer
1410,/,Software engineer
1410,Senior,Software engineer
1411,/,ruby developer
1411,Senior,Software engineer
1411,Senior,Software engineer
1412,/,Android developer
1412,/,Software developer
1413,/,Developer
1414,/,Software engineer
1415,/,Web developer
1416,Staff,staff engineer
1417,/,Software engineer
1417,Senior,Software engineer
1418,/,Systems/network/database administrator
1418,/,Full-stack developer
1418,/,Full-stack developer
1419,Principal,Software engineer
1419,Senior,Software engineer
1419,Principal,Software engineer
1419,CTO,CTO
1419,/,System engineer/developer
1419,Senior,Software engineer
1420,Senior,System analyst
1421,/,Researcher
1422,/,Software engineer
1423,Senior,Software engineer
1423,Junior,Programmer
1423,/,System analyst
1423,/,iOS developer
1423,Senior,Software engineer
1424,/,Freelancer/independent developer
1425,Lead,Developer
1425,/,Software developer
1425,Lead,Developer
1425,Lead,Developer
1426,/,Software engineer
1426,/,Back-end developer
1427,/,Software developer
1427,Lead,Software developer
1427,Lead,Software engineer
1428,/,Software architect
1429,/,Software developer
1429,Senior,Software engineer
1429,/,Mobile developer
1429,/,Python developer
1430,Senior,Software engineer
1430,Staff,Software engineer
1431,/,Software architect
1432,/,Web developer
1432,Junior,Developer
1433,/,Java developer
1433,/,PHP developer
1434,/,Web developer
1434,/,PHP developer
1435,/,IT specialist/technician
1435,Senior,Software engineer
1435,/,IT specialist/technician
1436,Senior,Developer
1436,/,Web developer
1437,Tech Lead,technical lead
1437,/,Developer
1437,Director,Tehnical/Managing Director
1437,Manager,Manager
1437,Director,director of engineering
1437,/,Developer
1438,/,iOS developer
1439,Senior,Software engineer
1440,/,Mobile developer
1440,Senior,Software engineer
1440,/,Software engineer
1441,/,Software engineer
1441,/,Software engineer
1442,/,Full-stack web developer
1442,CTO,CTO
1443,Lead,Software developer
1444,/,Software developer
1445,/,Engineer
1445,/,Freelancer/independent developer
1445,/,Software engineer
1445,/,Software developer
1446,/,Software developer
1446,Senior,Software engineer
1446,Senior,Software engineer
1446,Manager,Project manager/lead
1447,Lead,Developer
1447,Lead,Developer
1448,/,Full-stack developer
1449,/,Freelancer/independent developer
1449,/,Android developer
1450,Manager,technical manager
1451,/,Software engineer
1451,/,Software developer
1452,/,Software engineer
1452,/,Developer
1453,/,Software engineer
1454,/,PHP developer
1454,/,PHP developer
1455,/,Software developer
1455,/,Software developer
1455,/,Software developer
1456,/,Software developer
